addr1,addr2,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,modifiedtime,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
서울특별시 종로구 창경궁로 185 (와룡동),,2606158,12,20190613001125,http://tong.visitkorea.or.kr/cms/resource/30/2616930_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2616930_image3_1.jpg,126.9964634775,37.5789336838,20250312135019,,창경궁 명정전,03072,11,110,HS,HS01,HS010100
서울특별시 종로구 창경궁로 185 (와룡동),,1605036,12,20120418021540,http://tong.visitkorea.or.kr/cms/resource/64/3481964_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3481964_image3_1.jpg,126.9964634775,37.5789336838,20250312102003,,창경궁 자생식물학습장,03072,11,110,NA,NA04,NA040700
서울특별시 종로구 창경궁로 185 (와룡동),,1605009,12,20120418020110,http://tong.visitkorea.or.kr/cms/resource/96/3384896_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/96/3384896_image3_1.JPG,126.9964634775,37.5789336838,20250313140549,,창경궁 홍화문,03072,11,110,HS,HS01,HS010300
서울특별시 종로구 창경궁로 185 (와룡동),창경궁,3056662,12,20231204114759,http://tong.visitkorea.or.kr/cms/resource/45/3056645_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3056645_image3_1.jpg,126.9964634775,37.5789336838,20250724102658,,창경궁대온실,03072,11,110,NA,NA04,NA040700
서울특별시 종로구 율곡로 99 (와룡동),,1604941,12,20120418010644,,,126.9902446339,37.5777031595,20250730164818,,창덕궁 낙선재,03072,11,110,HS,HS01,HS010100
서울특별시 종로구 율곡로 99,(와룡동),1605920,12,20120418192300,http://tong.visitkorea.or.kr/cms/resource/85/1568385_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/1568385_image3_1.jpg,126.9892416983,37.5865076734,20240905134014,,창덕궁 다래나무,03072,11,110,NA,NA03,NA030200
서울특별시 종로구 율곡로 99,,1604953,12,20120418011934,http://tong.visitkorea.or.kr/cms/resource/78/3384878_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/78/3384878_image3_1.JPG,126.9911806294,37.5787974932,20250313135513,,창덕궁 인정문,03072,11,110,HS,HS01,HS010300
서울특별시 종로구 율곡로 99,(와룡동),1605908,12,20120418191653,http://tong.visitkorea.or.kr/cms/resource/47/2031847_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2031847_image3_1.jpg,126.9894641053,37.5792862950,20241206103436,,창덕궁 향나무,03072,11,110,NA,NA03,NA030200
서울특별시 종로구 율곡로 99 (와룡동),,127642,12,20040119090000,http://tong.visitkorea.or.kr/cms/resource/03/3092503_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3092503_image3_1.jpg,126.9902446339,37.5777031595,20250402143632,,창덕궁과 후원 [유네스코 세계유산],03072,11,110,HS,HS01,HS010100
서울특별시 종로구 창신동 23-268,,2946517,12,20230131113226,http://tong.visitkorea.or.kr/cms/resource/32/2947132_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2947132_image3_1.jpg,127.0134286483,37.5771453074,20240827150246,,창신동골목길,03095,11,110,VE,VE04,VE040100
서울특별시 종로구 창의문로 118 (부암동),,252547,12,20071031090000,http://tong.visitkorea.or.kr/cms/resource/88/3353988_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3353988_image3_1.jpg,126.9665102630,37.5926565508,20250313162740,,창의문(자하문),03020,11,110,HS,HS01,HS010300
서울특별시 서대문구 연세로2라길 19 (창천동),,3456475,12,20241220175741,http://tong.visitkorea.or.kr/cms/resource/50/3456450_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3456450_image3_1.jpg,126.9403164215,37.5575684928,20250729115246,,창천근린공원,03778,11,410,VE,VE03,VE030400
서울특별시 종로구 낙산5길 51 (창신동),,2657713,12,20200529184634,http://tong.visitkorea.or.kr/cms/resource/03/3384903_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/03/3384903_image3_1.JPG,127.0116121139,37.5783090280,20250314095947,,채석장 전망대,03091,11,110,VE,VE01,VE010200
서울특별시 용산구 한강대로23길 55 (한강로3가),아이파크몰 리빙파크 6층,2545035,12,20180427201143,,,126.9647566449,37.5298249324,20250307104243,,챔피언1250X 아이파크몰 용산점,04377,11,170,EX,EX07,EX070200
서울특별시 은평구 불광로10길 20-8,(불광동),1579548,12,20120327192917,,,126.9341958425,37.6173975381,20241014163341,,천간사,03363,11,380,HS,HS03,HS030100
서울특별시 종로구 삼일대로 457 (경운동),,250323,12,20071023090000,http://tong.visitkorea.or.kr/cms/resource/64/3300764_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3300764_image3_1.jpg,126.9865255983,37.5752617096,20250313111246,,천도교 중앙대교당,03147,11,110,HS,HS03,HS030400
서울특별시 송파구 성내천로35길 53 (마천동),,3060931,12,20231130134501,http://tong.visitkorea.or.kr/cms/resource/55/3054055_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3054055_image3_1.jpg,127.1588287023,37.5004373909,20250718090000,,천마근린공원,05747,11,710,VE,VE03,VE030400
서울특별시 구로구 천왕동,878,2591838,12,20190314000448,http://tong.visitkorea.or.kr/cms/resource/16/3393016_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/16/3393016_image3_1.JPG,126.8418082369,37.4764678238,20250319193308,,천왕근린공원,08366,11,530,VE,VE03,VE030400
서울특별시 구로구 연동로12길 150 (항동),,3351658,12,20240821151511,,,126.8309119459,37.4786340452,20250316125332,,천왕산 책쉼터,08368,11,530,VE,VE12,VE120300
서울특별시 도봉구 도봉산길 92-2 (도봉동),,482112,12,20080222225019,,,127.0203413497,37.6943234707,20250910200757,,천축사(서울),01300,11,320,HS,HS03,HS030100
서울특별시 강동구 올림픽로 702,,127376,12,20031107090000,http://tong.visitkorea.or.kr/cms/resource/30/3393830_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/30/3393830_image3_1.JPG,127.1269358994,37.5447233407,20250319170558,,천호공원,05324,11,740,VE,VE03,VE030100
서울특별시 강동구 천호동,,2741610,12,20210908224811,http://tong.visitkorea.or.kr/cms/resource/18/2779618_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/18/2779618_image2_1.png,127.1221585024,37.5466313659,20250327163029,,천호자전거거리,,11,740,VE,VE04,VE040100
서울특별시 성동구 용답동,179,827494,12,20091027005652,http://tong.visitkorea.or.kr/cms/resource/08/3050108_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/08/3050108_image3_1.JPG,127.0384153941,37.5724518576,20250617180314,,청계8경 버들습지,04805,11,200,NA,NA03,NA030400
서울특별시 중구 태평로1가,1,2765510,12,20211102003309,http://tong.visitkorea.or.kr/cms/resource/55/3385055_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/55/3385055_image3_1.JPG,126.9775154812,37.5691539240,20250319171354,,청계광장,04524,11,140,VE,VE03,VE030500
서울특별시 서초구 원지동,,125452,12,20040204090000,http://tong.visitkorea.or.kr/cms/resource/25/1796725_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/1796725_image3_1.jpg,127.0553147223,37.4437532162,20250902140626,,청계산,06806,11,650,NA,NA01,NA010100
서울특별시 종로구 창신동,,129507,12,20070404090000,http://tong.visitkorea.or.kr/cms/resource/80/3083780_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3083780_image3_1.jpg,127.0050907302,37.5697015781,20250414112049,,청계천,04563,11,110,VE,VE03,VE030100
서울특별시 서초구 효령로 135 (방배동),,3076224,12,20231204150942,,,126.9989465511,37.4819088876,20250605164921,,청권사,06666,11,650,HS,HS03,HS030100
서울특별시 강남구 청담동,66,127269,12,20031110090000,http://tong.visitkorea.or.kr/cms/resource/32/3397532_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/32/3397532_image3_1.JPG,127.0526155502,37.5213524935,20250327140022,,청담근린공원,06073,11,680,VE,VE03,VE030100
서울특별시 강남구 삼성동,80,3081985,12,20231211160124,http://tong.visitkorea.or.kr/cms/resource/79/3081979_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3081979_image3_1.jpg,127.0628118632,37.5206944200,20240116114255,,청담도로공원,06085,11,680,VE,VE03,VE030400
서울특별시 강남구 청담동,,1310950,12,20110616230258,http://tong.visitkorea.or.kr/cms/resource/40/3397540_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/40/3397540_image3_1.JPG,127.0443161870,37.5255518567,20250327135258,,청담패션거리,06016,11,680,VE,VE04,VE040100
서울특별시 동대문구 제기로31길 10-3 청량사,,482126,12,20080222232711,http://tong.visitkorea.or.kr/cms/resource/67/3055867_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/67/3055867_image3_1.JPG,127.0472419344,37.5877085767,20250731161029,,청량사(서울),02464,11,230,HS,HS03,HS030100
서울특별시 종로구 동망산길 65 (숭인동),,482153,12,20080223000414,http://tong.visitkorea.or.kr/cms/resource/73/3530773_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/3530773_image3_1.jpg,127.0168643719,37.5797783958,20250903093446,,청룡사(서울),03107,11,110,HS,HS03,HS030100
서울특별시 종로구 청와대로 1 청와대,,264133,12,20021218235801,http://tong.visitkorea.or.kr/cms/resource/80/2824880_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/80/2824880_image3_1.JPG,126.9746792089,37.5839799278,20250819174125,,청와대,03048,11,110,VE,VE01,VE010100
서울특별시 종로구 궁정동,,126533,12,20031030090000,http://tong.visitkorea.or.kr/cms/resource/93/3525393_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3525393_image3_1.jpg,126.9737681926,37.5835410742,20250822112654,,청와대 앞길,03042,11,110,VE,VE04,VE040100
서울특별시 종로구 필운동,종로구 세종로 산1-1,2993699,12,20230713155327,,,126.9750151000,37.5906541582,20250822132639,,청와대 전망대,03169,11,110,VE,VE01,VE010200
서울특별시 종로구 창의문로 12 (궁정동),냉천정.칠궁.삼락당,3056238,12,20231204103832,http://tong.visitkorea.or.kr/cms/resource/23/3056223_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3056223_image3_1.jpg,126.9729543430,37.5847881362,20250820181000,,청와대칠궁,03048,11,110,HS,HS01,HS010100
서울특별시 종로구 창의문로 119,(청운동),2762885,12,20211027001811,http://tong.visitkorea.or.kr/cms/resource/36/3506736_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3506736_image3_1.jpg,126.9664297521,37.5913400353,20250718090000,,청운공원,03046,11,110,VE,VE03,VE030100
서울특별시 노원구 월계동,", 도봉구 창동",2031668,12,20151002010405,http://tong.visitkorea.or.kr/cms/resource/46/3466146_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3466146_image3_1.jpg,127.0449906758,37.6391108936,20250109151131,,초안산,01874,11,320,NA,NA01,NA010100
서울특별시 성북구 성북로15길 9 (성북동),,1395270,12,20111005020533,http://tong.visitkorea.or.kr/cms/resource/31/3540431_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/3540431_image3_1.jpg,127.0003599434,37.5930654442,20250917193529,,최순우 옛집,02880,11,290,HS,HS01,HS010400
서울특별시 중구 다산로 101-3 (신당동),,3463600,12,20250103105520,http://tong.visitkorea.or.kr/cms/resource/64/3463464_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3463464_image3_1.jpg,127.0092047089,37.5533202222,20250418145358,,춘풍양조장,04599,11,140,EX,EX07,EX070200
서울특별시 종로구 세종로,1-68,1364975,12,20110817225657,http://tong.visitkorea.or.kr/cms/resource/41/3083741_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/41/3083741_image3_1.JPG,126.9769154822,37.5710536930,20250415095528,,충무공 이순신 동상,03172,11,110,VE,VE01,VE010500
서울특별시 중구 충무로 29 아시아미디어타워,"부터 창경궁로(인현동, 예관동) 일대",2865186,12,20221011135049,http://tong.visitkorea.or.kr/cms/resource/70/3456370_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/70/3456370_image3_1.JPG,126.9924892656,37.5638936933,20250812151052,,충무로 인쇄골목,04555,11,140,EX,EX06,EX061000
서울특별시 중구 퇴계로 지하214 (필동2가),충무로역사 지하1층,3427223,12,20241127161142,http://tong.visitkorea.or.kr/cms/resource/03/3430803_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3430803_image3_1.jpg,126.9942225138,37.5613412436,20250729102504,,충무로영상센터 오재미동,04625,11,140,VE,VE12,VE120300
서울특별시 중랑구 망우로70길 103,(망우동),1114969,12,20101021234258,http://tong.visitkorea.or.kr/cms/resource/20/1986020_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1986020_image3_1.jpg,127.1049169938,37.5961975185,20241111174732,,충익공신경진묘역,02179,11,260,HS,HS01,HS010800
서울특별시 중구 명동11길 14 (명동1가),,3070716,12,20230920133823,http://tong.visitkorea.or.kr/cms/resource/09/3070709_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/09/3070709_image3_1.JPG,126.9862342571,37.5646990434,20250722172440,,커뮤니티하우스마실,04538,11,140,VE,VE12,VE120300
서울특별시 강남구 영동대로 513,(삼성동),130284,12,20060220090000,http://tong.visitkorea.or.kr/cms/resource/83/3081283_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3081283_image3_1.jpg,127.0591318945,37.5118092746,20250723152656,,코엑스 아쿠아리움,06164,11,680,VE,VE02,VE020400
서울특별시 강남구 영동대로 513 (삼성동),,2759626,12,20211020191959,http://tong.visitkorea.or.kr/cms/resource/56/3467556_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/3467556_image3_1.jpg,127.0592179950,37.5119175967,20250609135524,,코엑스동측광장,06164,11,680,VE,VE03,VE030500
서울특별시 마포구 홍익로3길 20 (서교동),지하 2층,2852296,12,20220908160614,http://tong.visitkorea.or.kr/cms/resource/78/3482078_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/3482078_image3_1.jpg,126.9217404496,37.5535908451,20250312151951,,코코넛박스,04039,11,440,EX,EX07,EX070200
서울특별시 용산구 한강대로72길 3 (남영동),지하1층,2451912,12,20161212195027,http://tong.visitkorea.or.kr/cms/resource/30/3399730_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/30/3399730_image3_1.JPG,126.9736583030,37.5407599328,20250408143951,,크라운해태 키즈뮤지엄,04352,11,170,EX,EX06,EX060800
서울특별시 강남구 선릉로 524 (삼성동),"(B101호, B102호, B201호)",2782132,12,20211126231216,http://tong.visitkorea.or.kr/cms/resource/37/2782237_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2782237_image3_1.jpg,127.0483691302,37.5066846760,20250319191213,,클럽케이서울,06161,11,680,VE,VE12,VE120300
서울특별시 송파구 올림픽로 240,,992130,12,20100405233233,http://tong.visitkorea.or.kr/cms/resource/27/3529027_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/27/3529027_image3_1.JPG,127.0981394766,37.5110683960,20250829100253,,키자니아 서울,05554,11,710,EX,EX07,EX070200
"서울특별시 양천구 목동동로 401 (목동, 부영그린타운2차)",지하1층 B101호,3540938,12,20250918160555,http://tong.visitkorea.or.kr/cms/resource/28/3540928_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3540928_image3_1.jpg,126.8811418565,37.5364282252,20250918170441,,키즈런스포츠파크 목동점,07984,11,470,EX,EX07,EX070200
서울특별시 광진구 능동로 216,(능동),753850,12,20090617015736,http://tong.visitkorea.or.kr/cms/resource/28/1986028_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/1986028_image3_1.jpg,127.0762931559,37.5493607781,20241018131533,,키즈오토파크,04991,11,215,EX,EX07,EX070200
서울특별시 마포구 독막로20길 42 (창전동),,3082465,12,20231110182719,http://tong.visitkorea.or.kr/cms/resource/61/3082461_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/61/3082461_image3_1.JPG,126.9276400976,37.5470083819,20250119162523,,탈영역우정국,04078,11,440,VE,VE12,VE120300
서울특별시 종로구 종로 99 (종로2가),,129534,12,20070430090000,,,126.9886227626,37.5705539611,20250721140227,,탑골공원,03140,11,110,VE,VE03,VE030100
서울특별시 종로구 종로 99 (종로2가),,1605933,12,20120418194503,http://tong.visitkorea.or.kr/cms/resource/19/3414019_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3414019_image3_1.jpg,126.9886227626,37.5705539611,20250812095528,,탑골공원 팔각정,03140,11,110,HS,HS01,HS011200
서울특별시 노원구 화랑로 681 (공릉동),,3457334,12,20241223115632,http://tong.visitkorea.or.kr/cms/resource/28/3457328_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3457328_image3_1.jpg,127.0975278085,37.6301795469,20250316200317,,태릉강릉,01794,11,350,HS,HS01,HS010800
서울특별시 양천구 목동동로 363 (목동),,1114020,12,20101020014754,http://tong.visitkorea.or.kr/cms/resource/50/3509850_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3509850_image3_1.jpg,126.8771644948,37.5345311526,20250724110657,,파리공원,07983,11,470,VE,VE03,VE030100
"서울특별시 송파구 송파대로 111 (문정동, 파크하비오)",,2606150,12,20190613000847,http://tong.visitkorea.or.kr/cms/resource/43/3095643_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/3095643_image3_1.jpg,127.1232269102,37.4819416730,20250318215720,,파크하비오 워터킹덤&스파,05837,11,710,VE,VE02,VE020200
서울특별시 종로구 경희궁3길 3-5 (신문로2가),,3359034,12,20240904165001,http://tong.visitkorea.or.kr/cms/resource/92/3358992_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3358992_image3_1.jpg,126.9681106736,37.5730060858,20250314140727,,팜 시티,03176,11,110,VE,VE12,VE120300
서울특별시 용산구 대사관로11길 41 (한남동),,3492118,12,20250520142834,http://tong.visitkorea.or.kr/cms/resource/06/3492106_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/3492106_image3_1.jpg,127.0016725625,37.5356276978,20250520145931,,페즈 (FEZH),04400,11,170,VE,VE12,VE120300
서울특별시 종로구 평창32길 8 (평창동),,2605926,12,20190612002513,http://tong.visitkorea.or.kr/cms/resource/76/3499776_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3499776_image3_1.jpg,126.9757505309,37.6122905445,20250620132443,,평창동 미술관 거리,03004,11,110,VE,VE04,VE040100
서울특별시 마포구 상암동,,2759900,12,20211020224401,http://tong.visitkorea.or.kr/cms/resource/86/3509986_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3509986_image3_1.jpg,126.8908152548,37.5619532089,20250730140449,,평화잔디광장,03900,11,440,VE,VE03,VE030500
서울특별시 구로구 연동로 240,,2675098,12,20201007055358,,,126.8240846662,37.4830806290,20241205161935,,푸른수목원,08361,11,530,NA,NA04,NA040700
서울특별시 송파구 한가람로 14길 16,,3112160,12,20240329152932,,,127.1152983219,37.5358630481,20240731074633,,풍납백제문화공원,05524,11,710,VE,VE03,VE030400
서울특별시 강서구 오정로 375 (오쇠동),,3081993,12,20231205153453,http://tong.visitkorea.or.kr/cms/resource/22/3509822_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3509822_image3_1.jpg,126.7965828625,37.5377626741,20250724104106,,플레이스콤마,07505,11,500,EX,EX07,EX070200
서울특별시 서초구 올림픽대로 2085-14 (반포동),,2745583,12,20210915233259,http://tong.visitkorea.or.kr/cms/resource/50/3386650_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3386650_image3_1.jpg,126.9965764639,37.5123025381,20250317224234,,플로팅아일랜드,06500,11,650,VE,VE12,VE120300
서울특별시 종로구 인사동길 55-1 (관훈동),,3080583,12,20240111175432,http://tong.visitkorea.or.kr/cms/resource/48/3080548_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3080548_image3_1.jpg,126.9836841991,37.5749561384,20250626165259,,필소굿캘리,03145,11,110,EX,EX07,EX070200
서울특별시 종로구 필운대로1길 14-4,(필운동),2783558,12,20211130201430,http://tong.visitkorea.or.kr/cms/resource/50/3535950_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3535950_image3_1.jpg,126.9688965725,37.5779721893,20250912153245,,필운동 홍건익 가옥,03039,11,110,HS,HS01,HS010400
서울특별시 노원구 하계동,2동 273-3,3006943,12,20230904164708,http://tong.visitkorea.or.kr/cms/resource/27/3006927_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/3006927_image3_1.jpg,127.0692081102,37.6321788036,20250811090951,,하계어린이공원,01806,11,350,VE,VE03,VE030300
서울특별시 마포구 하늘공원로 95,,2654607,12,20200428191209,,,126.8863599027,37.5691522918,20250825171629,,하늘공원,03900,11,440,VE,VE03,VE030100
서울특별시 마포구 상암동,,2720179,12,20210609021546,,,126.8834130565,37.5653526819,20250317211739,,하늘공원 메타세쿼이아 숲길,03900,11,440,VE,VE04,VE040300
서울특별시 종로구 인사동길 44 (관훈동),,3413162,12,20241112175930,http://tong.visitkorea.or.kr/cms/resource/94/3413094_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/94/3413094_image3_1.png,126.9848674428,37.5743062352,20241113094902,,하이드앤시크 쌈지길점,03146,11,110,EX,EX07,EX070200
서울특별시 서초구 성촌4길 11 (우면동),,3525664,12,20250822150926,http://tong.visitkorea.or.kr/cms/resource/68/3525668_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3525668_image3_1.jpg,127.0218282205,37.4670804638,20250825112048,,하이디하우스,06765,11,650,EX,EX05,EX050100
서울특별시 노원구 중계로14다길 89,,485684,12,20080225174913,http://tong.visitkorea.or.kr/cms/resource/80/3465980_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3465980_image3_1.jpg,127.0897584489,37.6519935361,20250626170857,,학도암(서울),01723,11,350,HS,HS03,HS030100
서울특별시 강남구 논현동 26,,2754735,12,20211007235227,http://tong.visitkorea.or.kr/cms/resource/42/3508042_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/3508042_image3_1.jpg,117.9925662504,19.6944274800,20250718090000,,학동근린공원,06042,11,680,VE,VE03,VE030100
서울특별시 성동구 강변북로 257,,822861,12,20091019234254,,,127.0416216085,37.5389280323,20240611170104,,한강,04770,11,200,NA,NA02,NA020100
서울특별시 영등포구 여의동로 지하343 (여의도동),여의나루역 2번 출구 근처,1836261,12,20130809195727,http://tong.visitkorea.or.kr/cms/resource/08/3399708_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/08/3399708_image3_1.JPG,126.9328707368,37.5271413400,20250407112614,,한강방어 백골부대 전적비,07336,11,560,HS,HS02,HS020100
서울특별시 성북구 대사관로 121,(성북동),2554064,12,20180718001719,,,126.9930020876,37.5998589670,20250418160028,,한국가구박물관,02822,11,290,EX,EX06,EX061000
서울특별시 마포구 월드컵북로 400,(상암동),2452918,12,20161213000025,,,126.8898675982,37.5804315988,20240523161612,,한국영화박물관,03925,11,440,EX,EX06,EX061000
서울특별시 중구 동호로 261,,1836287,12,20130809202106,http://tong.visitkorea.or.kr/cms/resource/81/3077681_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/81/3077681_image3_1.JPG,127.0041161624,37.5576029665,20240530093507,,한국유림독립운동파리장서비,04620,11,140,HS,HS02,HS020100
서울특별시 용산구 우사단로10길 39 (한남동),,3013117,12,20230920133727,http://tong.visitkorea.or.kr/cms/resource/36/3012836_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/36/3012836_image3_1.JPG,126.9978424262,37.5331501396,20250814171319,,한국이슬람교 서울중앙성원,04405,11,170,HS,HS03,HS030300
서울특별시 송파구 석촌호수로12길 60 (잠실동),2층,2589657,12,20190130231350,http://tong.visitkorea.or.kr/cms/resource/33/3393333_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/33/3393333_image3_1.JPG,127.0799300989,37.5083878233,20250916143042,,한방스파 여용국,05562,11,710,EX,EX05,EX050300
서울특별시 종로구 사직로 133-5,,2390314,12,20160628224132,http://tong.visitkorea.or.kr/cms/resource/47/2388347_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2388347_image3_1.jpg,126.9733212169,37.5762891312,20241204164757,,한복남,03044,11,110,EX,EX01,EX010100
서울특별시 강남구 광평로10길 14-17 (일원동),,2754738,12,20211007235409,http://tong.visitkorea.or.kr/cms/resource/95/3507995_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3507995_image3_1.jpg,127.0788115244,37.4812548417,20250718090000,,한솔근린공원,06359,11,680,VE,VE03,VE030100
서울특별시 송파구 송파동 152,,2758809,12,20211019184700,http://tong.visitkorea.or.kr/cms/resource/69/3401469_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/3401469_image3_1.JPG,127.1155492027,37.5040639670,20250404135037,,한양공원,,11,710,VE,VE03,VE030100
서울특별시 강동구 천호3동 448-49호 (천호동 마을마당 내),,1836300,12,20130809202658,http://tong.visitkorea.or.kr/cms/resource/36/3466036_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3466036_image3_1.jpg,127.1318412470,37.5363494014,20250808165022,,해공신익희선생동상,05340,11,740,VE,VE01,VE010500
서울특별시 용산구 신흥로3가길 66,(용산동2가),2761544,12,20211025193112,,,126.9840656245,37.5430043031,20241106144243,,해방촌마을,04338,11,170,VE,VE04,VE040200
서울특별시 서대문구 연희동,산100-1,1837036,12,20130812194350,http://tong.visitkorea.or.kr/cms/resource/96/3515096_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3515096_image3_1.jpg,126.9260146536,37.5679531406,20250731104058,,해병대 104고지 전적비,03706,11,410,HS,HS02,HS020100
서울특별시 중구 퇴계로34길 28,,1606001,12,20120418222242,http://tong.visitkorea.or.kr/cms/resource/48/3083948_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/48/3083948_image3_1.JPG,126.9944031366,37.5583638148,20250821111832,,해풍부원군윤택영댁재실,04626,11,140,HS,HS01,HS010400
서울특별시 강남구 선릉로157길 23 (신사동),,2946112,12,20230128201857,http://tong.visitkorea.or.kr/cms/resource/00/2947500_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2947500_image3_1.jpg,127.0379584155,37.5261572277,20250708174040,,향기억,06018,11,680,EX,EX02,EX020400
서울특별시 양천구 중앙로14나길 39,(신정동),2758132,12,20211018223734,http://tong.visitkorea.or.kr/cms/resource/37/3467837_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3467837_image3_1.jpg,126.8665940483,37.5056370991,20250624095258,,향림사,08104,11,470,HS,HS03,HS030100
서울특별시 강동구 둔촌동,575-3,3403976,12,20241101133929,http://tong.visitkorea.or.kr/cms/resource/26/3403926_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/26/3403926_image3_1.JPG,127.1508978392,37.5365969390,20250319170549,,허브체험공원,05358,11,740,EX,EX07,EX070200
서울특별시 강서구 허준로5길 42 (가양동),,126824,12,20031103090000,http://tong.visitkorea.or.kr/cms/resource/22/3400722_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/22/3400722_image3_1.JPG,126.8537434753,37.5676518844,20250328095630,,허준근린공원,07525,11,500,VE,VE03,VE030100
