contentid,contenttypeid,heritage1,heritage2,heritage3,infocenter,opendate,restdate,expguide,expagerange,accomcount,useseason,usetime,parking,chkbabycarriage,chkpet,chkcreditcard,created_at,updated_at
2661405,12,0,0,0,02-2631-9368,,연중무휴,,,,,06:00~24:00,불가능,,,,2025-09-23 09:29:50,2025-09-23 09:29:50
2660725,12,0,0,0,02-541-9270,,매월 첫 번째 월요일 / 1월 1일 / 설·추석 당일,프리미엄 한방 안티에이징 스파 / 컨템포러리 한방 밸런스 스파,,,,"[부띠끄] 10:00~19:00<br>
[설화수 스파 / 발란스 스파] 10:00~20:00",,없음,,없음,2025-09-23 09:29:50,2025-09-23 09:29:50
3418283,12,0,0,0,02-760-1472,,연중무휴,,,,,"[3월~10월] 09:00~18:00<br>
[11월~2월] 09:00~17:00<br>",가능,,,,2025-09-23 09:29:50,2025-09-23 09:29:50
1606096,12,0,0,0,02-434-7171,,,,,,,,없음,없음,,없음,2025-09-23 09:29:50,2025-09-23 09:29:50
2553911,12,0,0,0,02-2286-7811,,매주 일요일~월요일 / 법정공휴일,4차 산업 신기술 프로그램 체험,,,,09:00~21:00,가능,없음,,없음,2025-09-23 09:29:51,2025-09-23 09:29:51
3043900,12,0,0,0,성북역사문화센터 (관광안내소) 02-2241-2656,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:29:51,2025-09-23 09:29:51
2733963,12,0,0,0,02-3673-4251,1975-09-08,연중무휴,,,,,"상시 개방<br>
※ 미사시간은 홈페이지 확인 요망",가능,없음,,없음,2025-09-23 09:29:51,2025-09-23 09:29:51
3043953,12,0,0,0,성북구청 공원녹지과 02-2241-3682,,연중 무휴,,,,,상시 개방,가능,,,,2025-09-23 09:29:51,2025-09-23 09:29:51
2650231,12,0,0,0,성동구 지역경제과 02-2286-7783,,점포 별로 상이함,,,,,점포 별로 상이함,,없음,,,2025-09-23 09:29:51,2025-09-23 09:29:51
2930901,12,0,0,0,성동구 성수관광안내소 02-466-2286,,점포 별로 상이함,,,,,점포 별로 상이함,가능,,,,2025-09-23 09:29:52,2025-09-23 09:29:52
2745594,12,0,0,0,010-8979-8122,,,,,,,10:00~22:00,,없음,,가능,2025-09-23 09:29:52,2025-09-23 09:29:52
1829589,12,0,0,0,서울 중부공원여가센터 02-3783-5924,,연중무휴,,,,,상시 개방,"가능 (서울 남산공원 주차장)<br>요금 (5분당 150원 / 1시간 1,800원)",,,,2025-09-23 09:29:55,2025-09-23 09:29:55
3520431,12,0,0,0,02-2600-4191,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:29:55,2025-09-23 09:29:55
2760249,12,0,0,0,용산구청 공원녹지과 02-2199-7601,확인불가,연중무휴,,,,,상시 개방,불가능,없음,,,2025-09-23 09:29:55,2025-09-23 09:29:55
126494,12,0,0,0,서울 종로구청 문화유산과 02-2148-2038,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:29:56,2025-09-23 09:29:56
3030336,12,0,0,0,강남구청 02-3423-5114,,점포 별로 상이함,,,,,점포 별로 상이함,,,,,2025-09-23 09:29:57,2025-09-23 09:29:57
970052,12,0,0,0,1566-3433,,시설 별로 상이함,,,,,시설 별로 상이함,가능,,,,2025-09-23 09:29:58,2025-09-23 09:29:58
2553876,12,0,0,0,02-2271-2344,,일요일 / 공휴일,"* 전시 : 서울시 도시재생사업 안내 전시 등</br>
* 투어 : 한발두발 세운투어 (종로3가, 세운상가, 청계상가, 대림상가 투어 / 월~토 14:00)</br>
* 교육 : 메이커 기술 등 프로그램 상시 진행</br>
 – 전시/투어/교육 등 자세한 사항은 안내센터로 문의<br />
* 신청방법 : ""http://sewoon.org/ > 투어 > 자세히보기",누구나,,,09:00~19:00(매장마다 다름),있음,없음,,없음,2025-09-23 09:29:58,2025-09-23 09:29:58
1364932,12,0,0,0,서울시청 광장관리팀 02-2133-1296,,연중무휴,,,,,상시 개방,불가능,불가,,없음,2025-09-23 09:29:58,2025-09-23 09:29:58
1604697,12,0,0,0,02-722-9598,2010년 11월 12일,연중무휴,,,,,상시,"가능 (세종로공영주차장)<br>요금 (1시간 5,160원 )",불가,,없음,2025-09-23 09:29:59,2025-09-23 09:29:59
2992822,12,0,0,0,02-3210-2003,,점포별 상이,,,,,점포별 상이,불가능,,,,2025-09-23 09:30:00,2025-09-23 09:30:00
319578,12,0,0,0,02-394-2145,,연중무휴,,,,,09:00~18:00,불가능,불가,,없음,2025-09-23 09:30:01,2025-09-23 09:30:01
3056155,12,0,0,0,중구청 공원녹지과 02-3396-5869,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:01,2025-09-23 09:30:01
3354733,12,0,0,0,02-901-6953,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:30:03,2025-09-23 09:30:03
2994877,12,0,0,0,송파관광정보센터 02-2147-2109,,연중무휴,,,,,상시 개방,가능,없음,,가능,2025-09-23 09:30:03,2025-09-23 09:30:03
750901,12,0,0,0,02-936-5722,,연중무휴,,,,,일출~일몰,가능,없음,,없음,2025-09-23 09:30:04,2025-09-23 09:30:04
1829610,12,0,0,0,서대문관광안내소 독립공원점 0507-1445-3828,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:30:05,2025-09-23 09:30:05
2761745,12,0,0,0,송파구 자원활용과 02-2147-6380,,연중무휴,,전 연령,,,"- 공원 상시 개방<br>
- 홍보관 10:00~17:00",가능,없음,,가능,2025-09-23 09:30:06,2025-09-23 09:30:06
126489,12,0,0,0,송파어린이공원 02-413-0004,,매주 토요일~일요일 / 공휴일,교통학습체험,미취학 영유아 / 초등학생,,,09:00~18:00,가능,불가,,없음,2025-09-23 09:30:07,2025-09-23 09:30:07
2465130,12,0,0,0,02-2203-3330,,,,,,,"- 평일 09:00~22:00<br>
- 토요일 09:00~18:00",,없음,,,2025-09-23 09:30:07,2025-09-23 09:30:07
127219,12,0,0,0,02-356-2001,,연중무휴,템플스테이,,,,09:00~18:00,가능,,,,2025-09-23 09:30:08,2025-09-23 09:30:08
3504884,12,0,0,0,"02-931-3952<br>
02-2116-0897",,"매주 화요일 (단, 공휴일인 경우 그 다음날 휴장)",수락산 숲해설 / 수락정 국궁 체험 프로그램 / 택견 체험 등,초등학생 이상,권장숙박인원 82명 / 최대 숙박가능인원 105명,,"- 하절기(2월~10월) 09:00~18:00<br>
- 동절기(11월~3월) 09:00시~17:00<br>
- 숙박시설 입실 15시 / 퇴실 11시",가능 (숙박객 한정),,,,2025-09-23 09:30:08,2025-09-23 09:30:08
126483,12,0,0,0,서울 노원구 푸른도시과 02-2116-3966,,연중무휴,,,,,상시 개방,가능,불가,,없음,2025-09-23 09:30:09,2025-09-23 09:30:09
736370,12,0,0,0,02-950-3918,,,,,,,연중개방,가능,없음,,없음,2025-09-23 09:30:09,2025-09-23 09:30:09
485685,12,0,0,0,학림사 02-916-1700,,연중무휴,,,,,상시운영,,불가,,없음,2025-09-23 09:30:10,2025-09-23 09:30:10
2733962,12,0,0,0,02-2148-2844,월요일 ~ 일요일,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:10,2025-09-23 09:30:10
761264,12,0,0,0,02-2116-3114,,연중무휴,,,,,일출시~일몰시,수락산 공용주차장,없음,,없음,2025-09-23 09:30:10,2025-09-23 09:30:10
1829735,12,0,0,0,"서대문독립공원 관리사무소 02-3140-8305<br>
서대문구청 푸른도시과 02-330-1907",,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:10,2025-09-23 09:30:10
753964,12,0,0,0,02-450-7576,,연중무휴,,,,,05:00~22:00,가능,,,,2025-09-23 09:30:11,2025-09-23 09:30:11
1606014,12,0,0,0,02-6358-5533,,"매주 월요일 (단, 월요일이 공휴일인 경우 정상 운영)",,,,,"- 하절기(4월~10월) 09:00~21:00<br>
- 동절기(11월~3월) 09:00~20:00",가능,,,,2025-09-23 09:30:11,2025-09-23 09:30:11
128162,12,0,0,0,02-779-8547,,매주 월요일,,,,,09:00~18:00 (입장 마감 17:50),불가능,,,,2025-09-23 09:30:12,2025-09-23 09:30:12
1604733,12,0,0,0,02-2148-4152,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:12,2025-09-23 09:30:12
2850614,12,0,0,0,,,,,,,,점포 별로 상이함,,,,,2025-09-23 09:30:12,2025-09-23 09:30:12
2988927,12,0,0,0,010-5145-9546,,연중무휴,,,,,"평일 10:00~15:00<br>
주말 10:00~22:00",불가,없음,,가능,2025-09-23 09:30:12,2025-09-23 09:30:12
584698,12,0,0,0,02-545-4002,,연중무휴,,,,,상시 운영,가능,없음,,가능,2025-09-23 09:30:13,2025-09-23 09:30:13
3083482,12,0,0,0,0507-1446-5203,,,,,,,09:00~18:00 (휴게시간 12:00~13:00),,,,,2025-09-23 09:30:14,2025-09-23 09:30:14
126505,12,0,0,0,02-379-2996,,연중무휴,,,,,09:00~18:00,가능,,,,2025-09-23 09:30:14,2025-09-23 09:30:14
605445,12,0,0,0,02-732-2341,,연중무휴,,,,,"상시 개방<br>
※ 예배 시간은 홈페이지 참조",가능,불가,,없음,2025-09-23 09:30:15,2025-09-23 09:30:15
2794934,12,0,0,0,02-3213-1383~4,,연중무휴,페이셜 프로그램 / 바디프로그램 / 두피프로그램 / 산모관리프로그램 등,,,,10:00~22:00,가능,없음,,없음,2025-09-23 09:30:15,2025-09-23 09:30:15
2783484,12,0,0,0,서대문구청 푸른도시과 02-330-1708,2019년 11월,연중무휴,,,,,"- 4월~10월 09:00~18:00<br>
- 11월~3월 09:00~16:40",불가능,없음,,없음,2025-09-23 09:30:16,2025-09-23 09:30:16
699249,12,0,0,0,명동 관광정보센터 02-778-0333,,점포 별로 상이함,,,,,점포 별로 상이함,가능,불가,,가능,2025-09-23 09:30:16,2025-09-23 09:30:16
3447960,12,0,0,0,02-860-2114,,연중개방,,,,,,,,,,2025-09-23 09:30:16,2025-09-23 09:30:16
2755451,12,0,0,0,서울 관악구청 공원관리팀 02-879-6526,7월~8월,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:30:17,2025-09-23 09:30:17
2752552,12,0,0,0,강남구청 공원녹지과 02-3423-6244,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:17,2025-09-23 09:30:17
987720,12,0,0,0,강남관광정보센터 02-3445-0111,,점포 별로 상이함,,,,,점포 별로 상이함,불가능,,,,2025-09-23 09:30:17,2025-09-23 09:30:17
2373333,12,0,0,0,서울 중구청 문화재관리팀 02-3396-5843,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:18,2025-09-23 09:30:18
754003,12,0,0,0,02-2147-2001,,연중무휴,,,,,24시간,가능,불가,,없음,2025-09-23 09:30:19,2025-09-23 09:30:19
3082166,12,0,0,0,신촌관광안내센터 02-363-7833,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:30:19,2025-09-23 09:30:19
2611887,12,0,0,0,양천구청 공원녹지과 02-2620-3576,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:30:19,2025-09-23 09:30:19
1245865,12,0,0,0,02-3477-2461,,,,,,,"09:00~18:00<br>
※ 시설 별로 상이함",,,,문화강좌,2025-09-23 09:30:20,2025-09-23 09:30:20
2756153,12,0,0,0,금천구 공원녹지과 02-2627-1654,1983년5월5일,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:20,2025-09-23 09:30:20
128553,12,0,0,0,02-736-0088,,연중무휴,천연비누 만들기 / 모루인형 만들기 / 테라리움 만들기 / 폰케이스 꾸미기 / 행운팔찌 만들기 등,,,,10:30~20:30,불가능,,,,2025-09-23 09:30:20,2025-09-23 09:30:20
591603,12,0,0,0,1522-9661,,화요일 / 수요일,,전연령,,,"워터파크 : 10:00~19:00<br>
사우나 : 07:00~22:00<br>
찜질방 : 07:00~21:30",가능,없음,,가능,2025-09-23 09:30:21,2025-09-23 09:30:21
2373420,12,0,0,0,0507-1309-1693,,연중무휴,,전 연령,,,10:00~18:00,불가능,없음,,가능,2025-09-23 09:30:21,2025-09-23 09:30:21
3074727,12,0,0,0,1833-6569,,연중무휴,"- 제로 스테이션 도슨트 투어<br>
- 아로마테라피 클래스 프로그램 : 에센셜오일을 활용한 블렌딩클래스<br>",,,,11:00~19:00 (휴게시간 13:00~14:00),"가능 <br>요금 (추가요금 30분당 3,000원 / 1일 최대 3,000원)",,,,2025-09-23 09:30:21,2025-09-23 09:30:21
2452842,12,0,0,0,02-3146-5946,,매주 월요일 / 1월 1일 / 설·추석 연휴,,3세~9세,,,"09:30~17:40<br>
※ 회차 별로 운영<br>
※ 사전 예약제",가능 (720대),,,,2025-09-23 09:30:22,2025-09-23 09:30:22
2722936,12,0,0,0,02-469-8600,2019-10-01,매주 월요일 / 설·추석 당일,스킨케어 클래스 / 메이크업&라이프 블렌딩 / 헤라 커스텀 매치 등,,,,10:30~20:30,불가능,,,,2025-09-23 09:30:22,2025-09-23 09:30:22
1603175,12,0,0,0,송파구청 공원녹지과 02-2147-3392,1986년 4월 30일,연중무휴,,,,,상시 개방,가능 (108대),없음,,없음,2025-09-23 09:30:23,2025-09-23 09:30:23
3357819,12,0,0,0,0507-1436-8611,,연중무휴,,만 14세 이상,,,10:30~19:30 (입장 마감 19:30),불가능,,,,2025-09-23 09:30:23,2025-09-23 09:30:23
129552,12,0,0,0,아차산관리사무소 02-450-1655,,연중무휴,,,,,상시 개방,가능,불가,,,2025-09-23 09:30:24,2025-09-23 09:30:24
2779539,12,0,0,0,아차산관리사무소 02-450-1655,,연중무휴,,,,,상시 개방,가능,없음,,,2025-09-23 09:30:24,2025-09-23 09:30:24
250352,12,0,0,0,서울 중랑구청 문화관광과 02-2094-1818,,연중무휴,,,,,상시 개방,,없음,,없음,2025-09-23 09:30:25,2025-09-23 09:30:25
742972,12,0,0,0,아차산관리사무소 02-450-1655,2001년 12월 31일,연중무휴,,,,,상시 개방,불가능,불가,,,2025-09-23 09:30:25,2025-09-23 09:30:25
2773309,12,0,0,0,02-3437-7234,,연중무휴,,,,,상시 개방,가능,없음,,가능,2025-09-23 09:30:26,2025-09-23 09:30:26
126518,12,0,0,0,서울 광진구청 문화체육과 02-450-7593,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:30:27,2025-09-23 09:30:27
3523287,12,0,0,0,0507-1486-2420,,매주 월요일,아트클래스 체험 등,만 6세 이상,,,"12:00~20:00<br>
※ 요일별 시간 상이",,,,,2025-09-23 09:30:27,2025-09-23 09:30:27
749280,12,0,0,0,02-323-2240,,점포별 상이,,,,,점포별 상이,가능,불가,,없음,2025-09-23 09:30:28,2025-09-23 09:30:28
3450146,12,0,0,0,,,연중개방,,,,,,,,,,2025-09-23 09:30:28,2025-09-23 09:30:28
2774286,12,0,0,0,02-732-0772,2001년,연중무휴,,,,,09:00~18:00,가능,없음,,없음,2025-09-23 09:30:29,2025-09-23 09:30:29
2666751,12,0,0,0,02-6954-2910,,연중무휴,,,,,10:00~22:00,가능,,,,2025-09-23 09:30:29,2025-09-23 09:30:29
337413,12,0,0,0,02-763-4100,,연중무휴,,,,,상시 개방,불가능,불가,,없음,2025-09-23 09:30:29,2025-09-23 09:30:29
2612095,12,0,0,0,양천구청 공원녹지과 02-2620-3592,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:30:29,2025-09-23 09:30:29
3056724,12,0,0,0,안양 공원녹지과 02-2620-3592,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:30,2025-09-23 09:30:30
2774291,12,0,0,0,영등포구청 정원도시과 02-2670-3772,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:30,2025-09-23 09:30:30
1829741,12,0,0,0,공원녹지사업소 02-2125-0833,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:30,2025-09-23 09:30:30
126823,12,0,0,0,관광플라자 관광정보센터 02-6365-3100,,연중무휴,,,,,상시 개방,가능,불가,,없음,2025-09-23 09:30:30,2025-09-23 09:30:30
337422,12,0,0,0,02-2662-2551,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:30,2025-09-23 09:30:30
126918,12,0,0,0,02-877-7514,,연중무휴,,,,,10:00~22:00,가능,없음,,,2025-09-23 09:30:30,2025-09-23 09:30:30
2773271,12,0,0,0,서초구청 푸른도시과 02-2155-6865,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:31,2025-09-23 09:30:31
827585,12,0,0,0,서초구청 정원여가과 02-2155-7148,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:31,2025-09-23 09:30:31
2612214,12,0,0,0,양천구청 환경과 02-2620-487,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:30:31,2025-09-23 09:30:31
2612107,12,0,0,0,양천구 문화과 02-2620-3406,,연중무휴,,,,,점포별 상이,불가능,없음,,,2025-09-23 09:30:31,2025-09-23 09:30:31
1105980,12,0,0,0,"양천구청 교통과 02-2620-3709<br>
교육예약 070-7008-9870",,매주 토요일~일요일 / 법정공휴일,안전교육,,,,10:00 / 11:00 / 13:00,불가능,없음,,없음,2025-09-23 09:30:31,2025-09-23 09:30:31
2611669,12,0,0,0,02-2643-1365,,,내일그림 진로직업체험지원센터(2084-5414),,,,,,없음,,없음,2025-09-23 09:30:31,2025-09-23 09:30:31
2611575,12,0,0,0,02-2620-4397~9,,,심폐소생술체험 / 화재진압체험 / 연기피난체험 / 완강기체험 / 전기가스체험 등,,,,"[교육시간]<br>
- 평일 10:00~12:00 / 14:00~16:00<br>
※ 성인 위주로 하되 학교 등 단체 교육 가능<br>
- 첫째 주 토요일 10:00~12:00<br>
※  가족단위 교육(8세 이상)<br>
- 둘째 주 목요일 19:00~21:00<br>
※ 성인 위주 교육<br>
- 마지막 주 금요일 14:00~17:00<br>
※ 중복교육이수자 및 교직원 위주 교육<br>
<br>
[외상(현장)응급처치 교육]<br>
- 마지막 주 월요일~금요일 10:00~12:00<br>
※ 사전 전화 예약 필수<br>
※ 교육 인원, 대상 및 강사 인력에 따라 운영시간이 변동될 수 있으므로 자세한 사항은 홈페이지 참조",,없음,,없음,2025-09-23 09:30:32,2025-09-23 09:30:32
2751345,12,0,0,0,02-2652-3453,,1월 1일 / 설·추석 연휴 / 평일 법정공휴일 / 대체 공휴일 / 근로자의 날 / 대학수학능력시험일 / 기타 시설정비일,,,,,"[1월 / 12월] 08:00~18:00<br>
[2월 / 10월~11월] 07:00~18:00<br>
[3월~4월] 07:00~19:00<br>
[5월] 06:00~19:00<br>
[6월~7월] 06:00~20:00<br>
[8월~9월] 06:00~19:00<br>
※ 일출·일몰 시간에 따라 월별 운영",가능,없음,,가능,2025-09-23 09:30:32,2025-09-23 09:30:32
127215,12,0,0,0,02-2659-0076,,매주 월요일,"[교육프로그램]<br>
- 실천예절 / 서경 / 한시 / 사서 / 선비와 향교 / 시경 / 천자문 / 추구 및 명심보감 / 중국어 초급 / 홀기와 축문 / 수공예와 뉴스포츠 / 시문작법 / 서예 및 문인화<br>
- 강의대상 : 양처향교 유림 및 지역주민<br>
- 수업시간 : 2시간(각 1시간 45분 강의 / 15분 휴식)<br>
- 수업료 : 무료<br>
- 수강신청 : 홈페이지>교육프로그램>온라인수강신청",,,,10:00~16:00 (점심시간 12:00~13:00),불가,불가,,없음,2025-09-23 09:30:32,2025-09-23 09:30:32
126938,12,0,0,0,02-332-9174,2005년 5월,매주 일요일,,,,,월요일~토요일 10:00~17:00,가능<br>※ 대형버스는 망원 제1주차장 이용 요망,불가,,없음,2025-09-23 09:30:32,2025-09-23 09:30:32
1059877,12,0,0,0,02-3780-0581~3,,연중무휴,,,,,상시 개방,가능 (501대),가능,,없음,2025-09-23 09:30:33,2025-09-23 09:30:33
3433029,12,0,0,0,"070-4443-1228<br>	
02)716-9345",,연중무휴,,,,,"10:00 ~ 17:00<br>
매주 월요일 휴관 (월요일이 공휴일인 경우 다음날 휴관), 설날·추석 당일 휴관","약 20대 정도 이용 가능 첫 30분 무료; 이후 10분 당 500원 일일주차 20,000원",가능,,,2025-09-23 09:30:33,2025-09-23 09:30:33
2561208,12,0,0,0,02-2153-0760,2017-09-27,매주 월요일 / 설날·추석,,만 24개월~만 8세,,,10:30~18:30,가능<br>요금 (5분당 400원),없음,,가능,2025-09-23 09:30:33,2025-09-23 09:30:33
3442375,12,0,0,0,02-2286-5664,,연중무휴,,,,,24시간/물놀이장 10~17시,,,,,2025-09-23 09:30:33,2025-09-23 09:30:33
3082398,12,0,0,0,0507-1318-2428,,연중무휴,,,,,"- 평일 11:00~23:00<br>
- 주말 11:00~24:00",불가능,,,,2025-09-23 09:30:33,2025-09-23 09:30:33
2592885,12,0,0,0,0507-1305-3485,,매주 일요일,뷰티컨설팅 / 뷰티케어 / 메이크업 등,,,,"월요일~금요일 10:00~20:00<br>
토요일 10:00~19:00",가능,불가,,가능,2025-09-23 09:30:33,2025-09-23 09:30:33
2591819,12,0,0,0,02-860-2282,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:30:33,2025-09-23 09:30:33
127955,12,0,0,0,02-761-4078~9,,연중개방,,,,,24시간,없음,없음,불가,없음,2025-09-23 09:30:34,2025-09-23 09:30:34
2774305,12,0,0,0,02-761-4078~9,,연중무휴,,,,,상시 개방,가능,없음,,가능,2025-09-23 09:30:34,2025-09-23 09:30:34
809596,12,0,0,0,"여의도샛강생태공원 02-3780-0570<br />
한강사업본부 생태과 02-3780-0855",,연중개방,"생태 프로그램<br>
 &nbsp; - 운영 기간 : 1 ~ 12월(연중)<br>
 &nbsp; - 내 용 : 생태 해설 프로그램, 자연 관찰, 자연 놀이 등 12종<br> &nbsp; - 기타 문의사항 : 여의도샛강 안내센터(☏3780-0570~1), 한강사업본부 생태과(☏3780-0855)",,,,상시,가능 (여의도 한강공원샛강생태공원주차장),없음,없음,없음,2025-09-23 09:30:34,2025-09-23 09:30:34
1059479,12,0,0,0,02-3780-0561~6,,연중무휴,,,,,상시 개방,"가능 (1,782대)",,,,2025-09-23 09:30:34,2025-09-23 09:30:34
2760268,12,0,0,0,02-3780-0561~6,,연중무휴,,,,,상시 개방,"가능 (1,782대)",없음,,없음,2025-09-23 09:30:35,2025-09-23 09:30:35
2391348,12,0,0,0,서초구청 정원여가과 02-2155-7167,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:35,2025-09-23 09:30:35
2752545,12,0,0,0,02-3423-6245,,연중무휴,,,,,상시,,없음,,없음,2025-09-23 09:30:35,2025-09-23 09:30:35
2733864,12,0,0,0,02-553-0801,1984-08-01,연중무휴,,,,,"[미사 및 성사 시간]<br>
- 월요일 06:00 / 10:00<br>
- 화요일 06:00 / 10:00 / 19:00<br>
- 수요일 06:00 / 10:00 / 19:00<br>
- 목요일 06:00 / 10:00 / 19:00<br>
- 금요일  06:00 / 10:00 / 19:00<br>
- 토요일 06:00 / 19:00<br>
- 일요일 06:30 / 09:00 / 10:00 / 11:00 / 16:00 / 18:00<br>
※ 자세한 사항은 홈페이지 참조",가능,없음,,없음,2025-09-23 09:30:35,2025-09-23 09:30:35
2500201,12,0,0,0,마포관광정보센터 02-334-7878,,연중무휴,,,,,상시 개방,,없음,,없음,2025-09-23 09:30:35,2025-09-23 09:30:35
2784040,12,0,0,0,마포관광정보센터 02-334-7878,,점포별 상이,,,,,점포별 상이,불가능,없음,,없음,2025-09-23 09:30:35,2025-09-23 09:30:35
264375,12,0,0,0,02-120 (다산콜센터),,,,,,,,,불가,,없음,2025-09-23 09:30:36,2025-09-23 09:30:36
2611679,12,0,0,0,에코스페이스 연의 02-2603-0203,,연중무휴,연의 에코 패밀리,,,,상시 개방,불가능,,,,2025-09-23 09:30:36,2025-09-23 09:30:36
337508,12,0,0,0,02-962-6186,,연중무휴,,,,,08:00~19:00 (휴게시간 11:30~12:00),가능,,,,2025-09-23 09:30:36,2025-09-23 09:30:36
3056152,12,0,0,0,02-120,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:30:36,2025-09-23 09:30:36
749355,12,0,0,0,02-323-2240,,점포별 상이,,,,,점포별 상이,,불가,,가능,2025-09-23 09:30:36,2025-09-23 09:30:36
1603237,12,0,0,0,영등포구청 정원도시과 02-2670-3716,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:30:37,2025-09-23 09:30:37
3413573,12,0,0,0,youngchive.official@gmail.com,,연중무휴,,,,,상시운영,불가,,,가능,2025-09-23 09:30:37,2025-09-23 09:30:37
337546,12,0,0,0,02-444-4321,,연중무휴,,,,,"하절기 06:00~19:00<br>
동절기 06:00~20:00",가능,,,,2025-09-23 09:30:38,2025-09-23 09:30:38
127016,12,0,0,0,02-701-5501,,평일 (학생 안전강화로 인해 주말에만 개방),,,,,주말 09:00~17:00,가능,,,,2025-09-23 09:30:38,2025-09-23 09:30:38
754063,12,0,0,0,02-400-0978,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:39,2025-09-23 09:30:39
866393,12,0,0,0,"강북구청 공원녹지과 02-901-6929<br>
성북구청 공원녹지과 02-2241-3665",1987년 4월 27일,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:39,2025-09-23 09:30:39
3085458,12,0,0,0,강북구청 공원녹지과  02-901-6953,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:30:40,2025-09-23 09:30:40
2778135,12,0,0,0,오류1동 주민센터 02-2620-7450,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:30:40,2025-09-23 09:30:40
2611735,12,0,0,0,양천구청 공원녹지과 02-2620-3576,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:40,2025-09-23 09:30:40
2029564,12,0,0,0,010-5060-5250,,연중무휴,한국 가정식 요리 수업,,,,"10:00~13:00<br>
※ 예약 필수",가능,없음,,가능,2025-09-23 09:30:40,2025-09-23 09:30:40
2518733,12,0,0,0,0507-1364-5252,,설날·추석 / 1월 1일 / 12월 25일,FACIAL CARE / REFRESH CARE / SPECIAL CARE 등,,,,10:00~22:00,불가능,없음,,가능,2025-09-23 09:30:40,2025-09-23 09:30:40
337557,12,0,0,0,02-395-4031,,연중무휴,,,,,09:00~18:00,가능 (약 4대),불가,,없음,2025-09-23 09:30:40,2025-09-23 09:30:40
814255,12,0,0,0,구로구 공원녹지과 02-860-2396,1971년 8월 6일,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:41,2025-09-23 09:30:41
2591824,12,0,0,0,서울 구로구 공원녹지과 02-860-2396,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:41,2025-09-23 09:30:41
2589659,12,0,0,0,02-730-1719,2016년 5월,연중무휴,"오픈케어 / 페이셜 / 바디케어 / 두피케어 / 단유 프로그램<br>
※ 자세한 사항은 홈페이지 참조",,,,"- 평일 10:00~18:00<br>
- 주말 10:00~17:00",가능 <br>요금 (무료),,,,2025-09-23 09:30:41,2025-09-23 09:30:41
126532,12,0,0,0,02-410-1114,1986년 4월,연중무휴,,,,,"- 도보 및 자전거 출입 05:00~22:00 (광장지역 24:00)<br>
- 차량출입 06:00~22:00<br>
※ 시설물 안전과 방문객의 신변보호를 위해 22시 이후에는 공원 안쪽으로 출입금지<br>
※ 심야 행사 시에는 출입문 개방 조정",가능,,,,2025-09-23 09:30:41,2025-09-23 09:30:41
2758192,12,0,0,0,02-410-1114,,연중무휴,,,,,05:00~22:00,가능,,,,2025-09-23 09:30:41,2025-09-23 09:30:41
2761797,12,0,0,0,02-410-1114,,연중무휴,,,,,상시 개방,가능,없음,,가능,2025-09-23 09:30:42,2025-09-23 09:30:42
